row_id,client_orderid,client_custid,client_prodid,cases_ordered,units_ordered,cases_inven,units_inven,discount,discount_flag,order_date,delivery_date,pc_count
197,11221,4,160,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
198,11221,4,161,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
201,11221,4,162,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
205,11221,4,164,3,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
207,11221,4,166,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
210,11221,4,185,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
214,11221,4,186,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
217,11221,4,196,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
222,11221,4,207,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
225,11221,4,228,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
228,11221,4,230,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
231,11221,4,243,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
234,11221,4,245,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
237,11221,4,256,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
239,11221,4,257,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
243,11221,4,258,30,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
247,11221,4,259,52,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
248,11221,4,260,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
251,11221,4,275,36,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
257,11221,4,297,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
261,11221,4,312,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
263,11221,4,325,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
266,11221,4,344,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
269,11221,4,351,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
274,11221,4,363,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
275,11221,4,365,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
279,11221,4,366,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
283,11221,4,367,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
288,11221,4,379,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
290,11221,4,384,18,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
294,11221,4,386,50,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
297,11221,4,388,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
299,11221,4,416,8,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
302,11221,4,417,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
306,11221,4,420,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
310,11221,4,439,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
311,11221,4,446,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
314,11221,4,465,6,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
318,11221,4,468,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
320,11221,4,470,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
325,11221,4,471,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
326,11221,4,474,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
331,11221,4,475,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
332,11221,4,487,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
337,11221,4,500,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
339,11221,4,501,9,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
343,11221,4,510,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
344,11221,4,513,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
347,11221,4,539,8,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
351,11221,4,542,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
353,11221,4,544,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
358,11221,4,545,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
361,11221,4,547,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
364,11221,4,548,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
370,11221,4,558,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
372,11221,4,562,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
375,11221,4,573,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
377,11221,4,583,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
380,11221,4,588,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
383,11221,4,591,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
388,11221,4,603,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
393,11221,4,680,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
397,11221,4,688,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
400,11221,4,746,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
403,11221,4,747,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
406,11221,4,749,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
409,11221,4,753,2,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
413,11221,4,793,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
417,11221,4,800,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
418,11221,4,802,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
423,11221,4,846,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
425,11221,4,868,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
429,11221,4,893,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
432,11221,4,905,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
435,11221,4,916,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
436,11221,4,928,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
440,11221,4,929,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
443,11221,4,969,10,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
445,11221,4,970,2,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
448,11221,4,1023,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
451,11221,4,1051,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
454,11221,4,1055,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
457,11221,4,1059,2,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
462,11221,4,1075,6,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
465,11221,4,1105,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
467,11221,4,1115,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
472,11221,4,1117,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
476,11221,4,1136,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
482,11221,4,1211,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
486,11221,4,1230,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
489,11221,4,1236,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
492,11221,4,1316,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
493,11221,4,1336,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
501,11221,4,1344,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
502,11221,4,1346,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
507,11221,4,1347,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
511,11221,4,1350,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
515,11221,4,1361,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
521,11221,4,1379,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
523,11221,4,1403,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
525,11221,4,1411,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
530,11221,4,1458,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
531,11221,4,1459,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
536,11221,4,1464,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
588,11221,4,687,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
589,11221,4,1377,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
1,11197,4,6,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
3,11197,4,7,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
8,11197,4,18,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
10,11197,4,22,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
16,11197,4,24,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
20,11197,4,25,0,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
23,11197,4,26,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
25,11197,4,30,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
27,11197,4,32,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
30,11197,4,33,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
33,11197,4,34,0,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
43,11197,4,41,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
45,11197,4,58,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
48,11197,4,59,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
55,11197,4,61,0,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
58,11197,4,62,0,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
62,11197,4,64,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
63,11197,4,66,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
68,11197,4,67,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
69,11197,4,68,7,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
81,11197,4,72,3,0,0,0,0.0,1,2018-08-09,2018-08-09,2.0
85,11197,4,73,7,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
88,11197,4,74,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
92,11197,4,75,18,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
94,11197,4,76,9,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
97,11197,4,82,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
100,11197,4,83,1,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
104,11197,4,89,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
107,11197,4,91,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
108,11197,4,94,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
112,11197,4,96,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
114,11197,4,98,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
119,11197,4,103,10,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
120,11197,4,104,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
123,11197,4,105,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
126,11197,4,113,1,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
130,11197,4,114,0,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
134,11197,4,116,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
136,11197,4,117,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
140,11197,4,119,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
143,11197,4,121,2,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
146,11197,4,122,6,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
147,11197,4,123,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
151,11197,4,125,2,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
154,11197,4,128,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
157,11197,4,130,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
161,11197,4,131,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
164,11197,4,133,2,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
165,11197,4,138,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
170,11197,4,141,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
175,11197,4,145,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
177,11197,4,146,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
180,11197,4,147,6,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
185,11197,4,148,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
189,11197,4,150,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
192,11197,4,151,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
195,11197,4,160,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
199,11197,4,161,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
203,11197,4,162,0,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
206,11197,4,164,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
208,11197,4,166,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
212,11197,4,185,1,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
215,11197,4,186,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
218,11197,4,196,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
224,11197,4,207,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
226,11197,4,228,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
230,11197,4,230,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
232,11197,4,243,1,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
238,11197,4,256,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
241,11197,4,257,6,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
242,11197,4,258,30,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
245,11197,4,259,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
250,11197,4,260,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
253,11197,4,275,36,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
259,11197,4,297,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
260,11197,4,312,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
264,11197,4,325,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
267,11197,4,344,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
270,11197,4,351,0,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
272,11197,4,363,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
277,11197,4,365,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
278,11197,4,366,6,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
281,11197,4,367,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
287,11197,4,379,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
292,11197,4,384,18,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
293,11197,4,386,40,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
296,11197,4,388,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
301,11197,4,416,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
303,11197,4,417,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
307,11197,4,420,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
309,11197,4,439,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
312,11197,4,446,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
315,11197,4,465,6,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
317,11197,4,468,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
321,11197,4,470,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
324,11197,4,471,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
327,11197,4,474,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
329,11197,4,475,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
334,11197,4,487,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
335,11197,4,500,0,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
340,11197,4,501,18,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
342,11197,4,510,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
345,11197,4,513,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
348,11197,4,539,8,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
350,11197,4,542,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
354,11197,4,544,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
357,11197,4,545,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
360,11197,4,547,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
363,11197,4,548,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
368,11197,4,558,1,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
373,11197,4,562,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
376,11197,4,573,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
379,11197,4,583,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
382,11197,4,588,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
384,11197,4,591,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
386,11197,4,603,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
394,11197,4,680,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
395,11197,4,687,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
399,11197,4,688,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
402,11197,4,746,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
404,11197,4,747,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
407,11197,4,749,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
410,11197,4,753,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
414,11197,4,793,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
416,11197,4,800,4,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
419,11197,4,802,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
422,11197,4,846,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
424,11197,4,868,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
428,11197,4,893,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
430,11197,4,905,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
434,11197,4,916,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
438,11197,4,928,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
441,11197,4,929,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
442,11197,4,969,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
447,11197,4,970,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
450,11197,4,1023,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
452,11197,4,1051,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
455,11197,4,1055,0,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
458,11197,4,1059,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
461,11197,4,1075,4,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
463,11197,4,1105,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
468,11197,4,1115,2,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
473,11197,4,1117,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
475,11197,4,1136,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
481,11197,4,1211,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
484,11197,4,1230,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
487,11197,4,1236,1,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
491,11197,4,1316,10,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
494,11197,4,1336,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
499,11197,4,1344,1,0,0,0,0.0,0,2018-08-09,2018-08-09,2.0
503,11197,4,1346,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
506,11197,4,1347,0,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
512,11197,4,1350,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
514,11197,4,1361,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
518,11197,4,1377,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
519,11197,4,1379,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
522,11197,4,1403,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
526,11197,4,1411,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
528,11197,4,1458,0,0,0,0,0.0,0,2018-08-09,2018-08-09,0.0
533,11197,4,1459,2,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
534,11197,4,1464,2,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
590,11197,4,245,1,0,0,0,0.0,0,2018-08-09,2018-08-09,1.0
